t	mmss	user	text
650	10:50	@User_ec48c74f	札束おわり
651	10:51	@User_476d8781	そもそも今の子って撮影っていう表現自体使うのか？
653	10:53	@User_2ecda813	サッポロ尾張
658	10:58	@User_d0a432c9	こらこら
658	10:58	@User_bc2e7db7	お札使う時代の終わり
660	11:00	@User_d5b05bb2	鹿児島弁ギャルは存在市内の？
660	11:00	@User_75f1c92d	サツが追ってきてる？
660	11:00	@User_e976a829	鹿児島おわってるの？？
661	11:01	@User_f068dad5	さつまいも...おかわり...？
662	11:02	@User_99afb65d	警察の取り調べ終わり
662	11:02	@User_9b9d086f	鹿児島はギャルの犠牲になったか……
665	11:05	@User_e75614fb	草
668	11:08	@User_acb9786a	鹿児島がギャルに滅ぼされてる…？
670	11:10	@User_590a2335	察してお詫び申し上げます
672	11:12	@User_a2560b75	草
674	11:14	@User_c67ecc82	草
678	11:18	@User_889b3907	何が始まるんです？？
680	11:20	@User_bf6f46cc	これクイズに見せかけた大喜利か？？
680	11:20	@User_e201a60f	草
686	11:26	@User_0485c2e0	鹿児島ギャル？
689	11:29	@User_2eba0ed4	発想つよつよw
689	11:29	@User_2658fed8	食いしん坊で草
690	11:30	@User_d5b05bb2	農業ｘギャルええな
703	11:43	@User_476d8781	農家ギャルは結構新しい気がする
709	11:49	@User_75f1c92d	皐月賞は終わっただな
715	11:55	@User_82e93b33	流石に辛すぎて終わり
715	11:55	@User_e976a829	大地のの　白樺リサというのがおってだな・・・
716	11:56	@User_1e342ee5	ブータン語で紐食べたい
719	11:59	@User_719f9991	薩長同盟オワタ
721	12:01	@User_acb9786a	偵察おわり
746	12:26	@User_a76fb140	まっさつアイオワ
767	12:47	@User_82e93b33	おつしずー
769	12:49	@User_acb9786a	さつおわおつかれ〜〜
770	12:50	@User_f068dad5	ほえー
772	12:52	@User_590a2335	一般人は撮影することないからなぁ
773	12:53	@User_dd4b266a	僕もしずくをいっぱい撮影したいです、おわらないで
775	12:55	@User_719f9991	おつかれさまだった
776	12:56	@User_1d118d75	おつかれで～す
777	12:57	@User_e976a829	結構ふつうだったのう
788	13:08	@User_9fbc9312	ばんふにゃ　(〃⌒ー⌒)/
790	13:10	@User_1e342ee5	ほんまやで
790	13:10	@User_476d8781	そもそも撮影自体しないんだよなぁ
790	13:10	@User_d5b05bb2	ギャルってみんな撮影したりされたりしとるん？すげー時代や
791	13:11	@User_45aa867f	した〜
794	13:14	@User_2995cedb	しずく当たったから褒めて
797	13:17	@User_b90ff19c	ｗｗｗｗ
801	13:21	@User_d0753fd1	れっつごー
806	13:26	@User_75f1c92d	誤チェストにごわ
815	13:35	@User_e976a829	ギャルはプリクラのイメージある　ようしらんけど
818	13:38	@User_2658fed8	薩摩藩の魂みせるでごわす
823	13:43	@User_ec48c74f	許された
823	13:43	@User_9fbc9312	なんか　背景が変わったな
824	13:44	@User_719f9991	田んぼでTiktokはつよい
826	13:46	@User_0485c2e0	ASMRノーギャル！？
830	13:50	@User_d5b05bb2	令和ギャルすげぇな
838	13:58	@User_bc2e7db7	令和のギャルやばたにえん
840	14:00	@User_1e342ee5	トイレ！
841	14:01	@User_acb9786a	berealかな？
843	14:03	@User_590a2335	トイレ
846	14:06	@User_ec48c74f	トイレット
846	14:06	@User_2c7a57aa	タイムアウト！
846	14:06	@User_75f1c92d	と
848	14:08	@User_dd4b266a	TPOのPがどっかいったバージョン
848	14:08	@User_82e93b33	TOTO
850	14:10	@User_a76fb140	タイトルオンリー
852	14:12	@User_e976a829	うーんなんだろう
852	14:12	@User_ca605e00	トップオタ
855	14:15	@User_2ecda813	テイクアウト
856	14:16	@User_bf6f46cc	ＴＩＭＥ　ＯＵＴ
856	14:16	@User_2995cedb	TPO?
860	14:20	@User_889b3907	テイルズオブシリーズ
